               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.010733,           0.0042125,                   0,             0.97637,             0.95368,              0.9897,             0.75463,            0.014369,           0.0061256,                   0,           0.0018107,           0.0018107,           0.0018107
                 120,            0.010865,           0.0047526,                   0,             0.97656,             0.96148,             0.99071,             0.76063,            0.013519,            0.006282,                   0,           0.0017921,           0.0017921,           0.0017921
                 121,            0.010672,           0.0044313,                   0,              0.9485,             0.99179,              0.9916,             0.75206,            0.014871,           0.0061167,                   0,           0.0017736,           0.0017736,           0.0017736
                 122,            0.011061,           0.0043995,                   0,             0.94664,             0.96154,             0.98772,             0.74649,            0.014316,           0.0064343,                   0,            0.001755,            0.001755,            0.001755
                 123,            0.010562,            0.004281,                   0,             0.96874,             0.95341,             0.98992,             0.77057,            0.013986,            0.006285,                   0,           0.0017364,           0.0017364,           0.0017364
                 124,            0.010556,           0.0045015,                   0,             0.96834,             0.96154,             0.98898,             0.77386,             0.01411,           0.0062666,                   0,           0.0017178,           0.0017178,           0.0017178
                 125,            0.011814,           0.0045551,                   0,             0.96212,             0.97676,              0.9874,             0.77171,            0.013641,           0.0062321,                   0,           0.0016993,           0.0016993,           0.0016993
                 126,            0.010964,           0.0043707,                   0,             0.96234,             0.98462,             0.99056,             0.75541,            0.013834,           0.0058794,                   0,           0.0016807,           0.0016807,           0.0016807
                 127,            0.010294,            0.004307,                   0,             0.97656,             0.96132,              0.9883,             0.76211,            0.013723,            0.005798,                   0,           0.0016622,           0.0016622,           0.0016622
                 128,            0.010221,           0.0044823,                   0,             0.96152,             0.96923,             0.99165,             0.76369,             0.01395,           0.0058842,                   0,           0.0016437,           0.0016437,           0.0016437
                 129,            0.010451,           0.0043319,                   0,             0.98278,             0.93846,             0.98682,             0.74795,            0.014034,           0.0061891,                   0,           0.0016253,           0.0016253,           0.0016253
                 130,            0.010542,           0.0045411,                   0,             0.97426,             0.95385,              0.9868,              0.7503,             0.01405,           0.0059571,                   0,           0.0016068,           0.0016068,           0.0016068
                 131,            0.010782,           0.0044995,                   0,             0.97637,             0.95357,              0.9903,             0.77203,              0.0139,           0.0056341,                   0,           0.0015884,           0.0015884,           0.0015884
                 132,            0.010715,           0.0045623,                   0,             0.95546,             0.99231,             0.98998,             0.76358,            0.014376,           0.0056826,                   0,             0.00157,             0.00157,             0.00157
                 133,            0.010212,           0.0042857,                   0,             0.98413,             0.96154,             0.99045,              0.7496,            0.014573,           0.0055718,                   0,           0.0015517,           0.0015517,           0.0015517
                 134,           0.0098521,           0.0044947,                   0,             0.96268,               0.992,             0.99059,             0.76341,            0.013829,            0.005461,                   0,           0.0015334,           0.0015334,           0.0015334
                 135,            0.010518,           0.0042337,                   0,             0.97695,             0.99231,             0.99384,              0.7652,            0.014048,           0.0052321,                   0,           0.0015152,           0.0015152,           0.0015152
                 136,           0.0099979,           0.0045243,                   0,             0.98484,             0.99967,             0.99431,             0.75883,            0.014368,           0.0050751,                   0,            0.001497,            0.001497,            0.001497
                 137,           0.0099144,           0.0043122,                   0,             0.98448,                   1,             0.99439,             0.75794,            0.013799,           0.0050364,                   0,           0.0014788,           0.0014788,           0.0014788
                 138,           0.0097525,           0.0041717,                   0,             0.97724,                   1,             0.99438,             0.74885,            0.014646,           0.0051276,                   0,           0.0014607,           0.0014607,           0.0014607
                 139,            0.010167,           0.0042902,                   0,             0.96985,                   1,             0.99401,             0.77134,            0.013854,            0.005072,                   0,           0.0014427,           0.0014427,           0.0014427
                 140,            0.009925,           0.0043332,                   0,             0.95587,             0.99964,             0.99253,             0.77208,            0.013863,           0.0053403,                   0,           0.0014247,           0.0014247,           0.0014247
                 141,           0.0096984,           0.0041627,                   0,             0.94889,             0.99964,             0.99093,             0.75433,            0.014707,           0.0055461,                   0,           0.0014068,           0.0014068,           0.0014068
                 142,            0.010054,           0.0042403,                   0,              0.9489,             0.99982,             0.99164,             0.76357,            0.014394,           0.0056309,                   0,            0.001389,            0.001389,            0.001389
                 143,           0.0098675,           0.0041033,                   0,             0.94811,             0.98385,             0.98801,             0.77254,            0.013434,           0.0056605,                   0,           0.0013712,           0.0013712,           0.0013712
                 144,           0.0096367,           0.0042769,                   0,             0.92856,             0.99977,             0.98946,             0.76962,            0.014356,           0.0059088,                   0,           0.0013535,           0.0013535,           0.0013535
                 145,           0.0098398,           0.0040714,                   0,             0.94766,             0.97692,             0.98843,              0.7637,            0.013834,           0.0059536,                   0,           0.0013359,           0.0013359,           0.0013359
                 146,            0.010042,           0.0043324,                   0,             0.94177,                   1,             0.98988,             0.76462,            0.014499,           0.0056748,                   0,           0.0013183,           0.0013183,           0.0013183
                 147,           0.0097194,           0.0043997,                   0,              0.9624,             0.98454,              0.9909,              0.7643,            0.014004,           0.0056098,                   0,           0.0013009,           0.0013009,           0.0013009
                 148,           0.0095957,             0.00443,                   0,              0.9629,                   1,             0.99263,              0.7618,            0.014413,           0.0055853,                   0,           0.0012835,           0.0012835,           0.0012835
                 149,           0.0096349,           0.0043318,                   0,             0.94871,                   1,             0.99146,             0.76439,            0.014308,           0.0056681,                   0,           0.0012662,           0.0012662,           0.0012662
                 150,           0.0097319,           0.0043463,                   0,             0.94889,             0.99962,             0.99143,             0.76316,            0.014297,           0.0056206,                   0,            0.001249,            0.001249,            0.001249
                 151,            0.010023,           0.0045453,                   0,             0.95567,                   1,             0.99243,             0.76481,             0.01436,           0.0054077,                   0,           0.0012319,           0.0012319,           0.0012319
                 152,           0.0095083,           0.0040585,                   0,             0.93458,                   1,             0.98827,             0.75602,            0.014484,            0.005804,                   0,           0.0012149,           0.0012149,           0.0012149
